id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
1194244,Charming apartment - Campo Pequeno,2411748,Manuel,Lisboa,Avenidas Novas,38.73834,-9.1437,Entire home/apt,90,5,9,2018-08-25,0.14,1,327
1194273,SARDINHA - HEART OF BAIRRO ALTO,6526491,Luis,Lisboa,Misericrdia,38.71446,-9.14398,Entire home/apt,73,2,76,2019-06-09,1.05,1,291
1196860,80mBEACH | CASCAIS | Front TrainSt,6539213,Joana,Cascais,Cascais e Estoril,38.69944,-9.41799,Entire home/apt,59,3,136,2018-11-09,1.87,1,0
1197060,"A Portuguesa III, Bica's Funicular St.",3250665,The Blue House,Lisboa,Misericrdia,38.70911,-9.14574,Entire home/apt,57,2,210,2019-06-20,2.92,15,327
1197069,SALDANHA PRESTIGE | CENTER,1496930,Rita Dargent,Lisboa,Avenidas Novas,38.73201,-9.14625,Entire home/apt,180,2,39,2019-06-09,0.53,31,278
1197772,Stunning Beach Vila with swimming pool and tennis,6522242,Joao,Cascais,Cascais e Estoril,38.69755,-9.44561,Entire home/apt,210,2,47,2019-06-04,0.78,2,287
1197934,TYPICAL HOUSE SINTRA,3363638,Emília,Sintra,Colares,38.79648,-9.46982,Entire home/apt,70,1,41,2019-05-05,0.64,3,356
1198340,"Room/private WC's, pool/ beach",6546567,Marta,Cascais,Alcabideche,38.73103,-9.4384,Private room,39,2,8,2017-07-08,0.11,2,0
1198570,Graça Apartment with Terrace,3987199,Maria,Lisboa,So Vicente,38.71713,-9.12705,Entire home/apt,35,2,329,2019-06-09,4.54,1,39
1199438,VILLAGE HOUSE SINTRA,6552101,Cidália,Sintra,Colares,38.79531,-9.46961,Entire home/apt,105,1,27,2019-05-26,0.42,1,365
1199811,Best Deal Lisboa Alfama Fado apart.,6552656,Francisco,Lisboa,Santa Maria Maior,38.7116,-9.13205,Entire home/apt,83,3,175,2019-06-25,2.54,2,301
1201873,"Chiado apartment, top of the city",176410,S.,Lisboa,Misericrdia,38.70996,-9.14367,Entire home/apt,80,1,276,2019-06-11,3.78,11,244
1202634,Village in Town - Central w/ Garden and Parking,6569058,Antonio & Maria,Lisboa,Santo Antnio,38.71889,-9.14531,Entire home/apt,300,1,254,2019-06-23,3.75,5,327
1203948,LISBON’S CHARMING VINTAGE HOME,647439,Hugo,Lisboa,Arroios,38.72723,-9.13888,Entire home/apt,35,3,252,2019-06-11,3.44,4,9
1204875,Lisbon Chiado's most charming flat,5297837,Alexandre,Lisboa,Santa Maria Maior,38.71116,-9.14059,Entire home/apt,140,3,184,2019-06-24,3.01,1,144
1208324,Elegant and Luminous Heart of Lisbon,4165190,Gabrielle,Lisboa,Santa Maria Maior,38.7131,-9.13515,Entire home/apt,102,3,158,2019-06-09,2.16,1,165
1208909,"XVIII cent. style, cozy apartment",3634413,BirdsApartments,Lisboa,Santa Maria Maior,38.70843,-9.13348,Entire home/apt,75,2,209,2019-06-06,2.87,14,331
1209286,"Quiet,Cosy & Charming in Alfama!",6604033,Joao,Lisboa,Santa Maria Maior,38.71234,-9.13014,Entire home/apt,40,2,212,2019-06-10,2.89,5,169
1214801,Central-Charm-Sunny-Terrace-Quiet,6569058,Antonio & Maria,Lisboa,Santo Antnio,38.72232,-9.14305,Entire home/apt,100,1,216,2019-06-08,3.21,5,331
1215943,Alfama - Marta's magical place,823780,André,Lisboa,Santa Maria Maior,38.71195,-9.13078,Entire home/apt,65,3,170,2019-06-11,2.39,3,191
1216499,The Enchantment of Lisbon (Graça),6638070,Teresa,Lisboa,So Vicente,38.71946,-9.12651,Entire home/apt,58,3,123,2019-06-13,1.72,4,222
1216731,Central-Sunny-Charming-Quiet,6569058,Antonio & Maria,Lisboa,Santo Antnio,38.72135,-9.14382,Entire home/apt,100,1,144,2019-06-20,2.16,5,343
1218680,Sta. Maria Villa - Malva House,6649641,Susana,Sintra,"S.Maria, S.Miguel, S.Martinho, S.Pedro Penaferrim",38.81568,-9.39475,Entire home/apt,150,2,3,2016-05-05,0.06,7,327
1218713,city center/design/residential,5439541,Miguel,Lisboa,Arroios,38.7233,-9.13715,Entire home/apt,100,3,39,2019-06-17,0.65,1,321
1219169,ESTORIL CASCAIS MOST STUNNING VIEWS,722569,Maria,Cascais,Cascais e Estoril,38.70661,-9.40781,Entire home/apt,59,4,146,2019-06-21,2.01,3,91
1219538,Sta. Maria Villa - Garden House,6649641,Susana,Sintra,"S.Maria, S.Miguel, S.Martinho, S.Pedro Penaferrim",38.81367,-9.39548,Entire home/apt,125,2,11,2018-08-11,0.18,7,326
1221116,Apartment Estoril - 650 m Beach,2687142,Isabel,Cascais,Cascais e Estoril,38.70721,-9.39353,Entire home/apt,110,7,0,,,1,36
1221781,Casa da Saudade - Terrace,1794425,Carlos,Lisboa,Misericrdia,38.71588,-9.15212,Entire home/apt,80,3,130,2019-06-18,1.78,2,233
1222023,Splendid Beachfront Apartment,6666619,João,Cascais,Cascais e Estoril,38.69541,-9.37205,Entire home/apt,202,3,24,2018-11-27,0.34,1,0
1222679,1 room ideal for family sleeps 4 private bathroom,931194,Bernardo,Cascais,Carcavelos e Parede,38.70333,-9.36549,Private room,18,1,13,2019-02-16,0.18,3,308
1222698,1  bedroom with private bathroom,931194,Bernardo,Cascais,Carcavelos e Parede,38.70338,-9.36509,Private room,15,1,20,2018-08-13,0.57,3,4
1223036,City Center Bedroom,6653216,Dinah And Carla,Lisboa,Santo Antnio,38.72404,-9.14267,Private room,29,3,170,2019-06-25,2.31,3,153
1223387,100 meters from Carcavelos beach,6668080,David,Cascais,Carcavelos e Parede,38.68155,-9.32875,Entire home/apt,60,5,27,2017-10-20,0.37,1,0
1225349,"Duplex with terrace in Alfama, Central Lisbon",1969564,Ekaterina,Lisboa,So Vicente,38.71543,-9.12434,Entire home/apt,119,3,80,2019-06-20,1.34,1,241
1229115,LisbOn LOw COst ,6704599,Alexander,Lisboa,Santa Maria Maior,38.7149,-9.13558,Entire home/apt,100,10,128,2018-08-11,1.78,1,0
1231298,"Cozy Studio, Central and Equipped",6569058,Antonio & Maria,Lisboa,Santo Antnio,38.72072,-9.14249,Entire home/apt,90,1,209,2019-06-23,2.86,5,349
1232734,River View Penthouse Fado District,6722816,Joana,Lisboa,Santa Maria Maior,38.71068,-9.12966,Entire home/apt,59,3,213,2019-06-05,2.98,1,267
1233940,"3 Bed Apartment in ALVALADE, LISBON",6729294,Florbela,Lisboa,Alvalade,38.75123,-9.14863,Entire home/apt,70,5,16,2016-08-27,0.26,2,143
1235479,central/castle views/lovely terrace,6735553,Alexandra,Lisboa,Arroios,38.71713,-9.13857,Entire home/apt,141,3,307,2019-06-21,4.37,2,276
1235970,RURAL HOUSE SINTRA,6738128,Cidália,Sintra,Colares,38.7984,-9.4721,Entire home/apt,35,1,219,2019-05-29,3.46,3,212
1236149,Lovely room near Intendente,6739450,Mariana,Lisboa,Arroios,38.72238,-9.13439,Private room,21,7,129,2019-05-31,2.09,1,76
1237809,Alfama Chic 4,6748692,Estelle,Lisboa,Santa Maria Maior,38.70997,-9.13505,Entire home/apt,140,4,101,2019-06-08,1.43,5,329
1239454,Alfama Chic 3,6748692,Estelle,Lisboa,Santa Maria Maior,38.70919,-9.13399,Entire home/apt,140,3,140,2019-06-23,1.97,5,315
1241072,Alfama Chic Loft,6748692,Estelle,Lisboa,Santa Maria Maior,38.7112,-9.13488,Entire home/apt,70,4,135,2019-06-07,1.85,5,331
1241506,Charming Apartment in the Old Town,914126,Martin,Lisboa,Misericrdia,38.70886,-9.15258,Entire home/apt,70,3,38,2019-05-21,0.63,18,334
1242711,Attenuata Villa Guincho Cascais,6773446,Carmen,Cascais,Cascais e Estoril,38.73599,-9.45231,Entire home/apt,195,6,35,2019-06-05,0.49,2,298
1242823,Creto Village - Santa Cruz - 700 m beach,6770243,Pedro,Torres Vedras,A dos Cunhados e Maceira,39.14695,-9.36122,Entire home/apt,100,7,1,2015-09-07,0.02,1,324
1243581,AMAZING FLAT!,6750139,Sónia,Lisboa,Arroios,38.7316,-9.13318,Entire home/apt,60,3,0,,,2,363
1244394,Mini Hostel in Lisbon. Room for 1 guest,6401752,Anna,Lisboa,Areeiro,38.73722,-9.13519,Private room,20,1,228,2019-06-01,3.25,5,290
1246686,Heart Wish Bairro Alto- river view,6793568,Tiago,Lisboa,Misericrdia,38.71224,-9.14388,Entire home/apt,62,3,174,2019-05-25,2.38,2,108
1248575,Cozy terrace @ central Bica Chiado,6233761,Vera,Lisboa,Misericrdia,38.70838,-9.14535,Entire home/apt,110,3,43,2018-09-22,0.67,1,31
1251223,The Sunflower Room in Central Lisbon,6817337,Cláudia,Lisboa,Arroios,38.73448,-9.13385,Private room,33,3,79,2019-05-06,1.26,2,288
1251954,The Countess Quarters,5505140,Rita,Lisboa,Santa Maria Maior,38.71344,-9.14002,Entire home/apt,75,2,86,2019-06-07,1.18,2,265
1252809,Chiado. The seduction of Lisbon! Centro histórico,6825996,Victor,Lisboa,Misericrdia,38.70982,-9.14484,Entire home/apt,59,3,198,2019-06-17,2.97,1,267
1254140,House of Castanets Modern Cadaval,6832551,Maria Cristina,Cadaval,Cadaval e Pro Moniz,39.25226,-9.09912,Entire home/apt,65,4,4,2019-01-02,0.36,1,67
1254395,Apartement T1 in a traditional villa in ESTORIL,626319,Michel,Cascais,Cascais e Estoril,38.70777,-9.39824,Entire home/apt,80,3,4,2019-03-25,0.81,1,305
1257922,Santa Catarina B - City View Appartment,6851730,Shiadu,Lisboa,Misericrdia,38.71091,-9.14925,Entire home/apt,79,1,7,2016-08-29,0.19,5,0
1259541,"Stay Like Us in Alfama SL, Lisbon",3487883,Sebastião And João,Lisboa,Santa Maria Maior,38.71038,-9.13043,Entire home/apt,25,1,441,2019-06-09,6.07,14,55
1260713,"Double Room/private bathroom, pool",6546567,Marta,Cascais,Alcabideche,38.73325,-9.43862,Private room,63,2,1,2014-05-20,0.02,2,0
1260940,"Enchanting, Contemporary Central Lisbon Loft",6868102,Ben & Sofia,Lisboa,Santo Antnio,38.72074,-9.14286,Entire home/apt,110,2,236,2019-06-22,3.51,1,321
1264081,Cosy Studio in Bairro Alto,5884168,Nuno,Lisboa,Misericrdia,38.71438,-9.14625,Entire home/apt,29,2,270,2019-06-03,3.69,6,321
1266604,Red Apartment- Bairro Alto/Lisboa,4346958,Several,Lisboa,Misericrdia,38.70949,-9.1522,Entire home/apt,120,3,2,2015-05-03,0.04,3,295
1269601,WHITE APARTMENT - Bairro Alto ,4346958,Several,Lisboa,Misericrdia,38.70818,-9.15213,Entire home/apt,110,3,2,2016-03-18,0.04,3,316
1271881,Santa Clara House - Prestige Room,7156132,Bernard & Annick,Lisboa,So Vicente,38.71471,-9.12327,Private room,59,2,12,2018-08-25,0.21,6,339
1272367,ROOM WITH PRIVATE BATHROOM,6924926,Mirjana,Lisboa,Arroios,38.73371,-9.13264,Private room,35,4,99,2015-12-13,1.46,1,177
1272479,Estrella d'Ouro House - city center,6925599,Filipa,Lisboa,So Vicente,38.72041,-9.12972,Entire home/apt,40,2,41,2019-05-27,0.56,4,310
1272722,Sea Level ParedeFlats in Lisbon,6926994,Jorge,Cascais,Carcavelos e Parede,38.69006,-9.35599,Entire home/apt,45,2,35,2019-02-13,0.48,2,324
1273329,Lisbon Sky View Loft - FREE WIFI,6930224,Ana & Vitor,Lisboa,Misericrdia,38.71258,-9.15271,Entire home/apt,35,2,375,2019-06-16,5.14,3,333
1275613,Gulbenkian Gardens,6943010,Anne-Lise Weiler,Lisboa,Avenidas Novas,38.73637,-9.15055,Entire home/apt,63,2,47,2019-06-12,0.65,1,286
1275760,Apartamento acolhedor no coração,6943835,Fernanda,Lisboa,Estrela,38.70817,-9.15445,Entire home/apt,60,3,28,2019-03-30,0.42,2,65
1277296,Cosy apartment in the heart of L.,2962216,Anna,Lisboa,Santa Maria Maior,38.71838,-9.13459,Entire home/apt,55,3,133,2019-05-31,1.84,1,171
1277431,Chiado Design & Terrace Apartment,6952834,Esther,Lisboa,Misericrdia,38.70813,-9.1446,Entire home/apt,85,3,218,2019-06-22,3.01,2,136
1278764,"Trendy flat / Chiado, downtown",6930385,Sílvia,Lisboa,Santa Maria Maior,38.71209,-9.13982,Entire home/apt,50,3,216,2018-09-09,2.96,1,238
1280500,Beach villa pool Ericeira surf spot,6967118,Alexandra,Mafra,Ericeira,38.98554,-9.41365,Entire home/apt,435,7,2,2017-09-01,0.03,1,310
1281332,Central Apartment in Lisbon,6972343,Maxima,Lisboa,Areeiro,38.73916,-9.12922,Entire home/apt,140,2,37,2018-06-03,0.51,2,238
1284269,"Baixa Flat - Airport Pick-up, Family Friendly",6986887,François,Lisboa,Santa Maria Maior,38.71048,-9.13861,Entire home/apt,100,3,266,2019-06-11,3.67,1,46
1290838,2 bedr. apartment w/ sunny terrace,6996992,Ana,Lisboa,Avenidas Novas,38.73822,-9.14781,Entire home/apt,89,2,67,2019-06-17,0.96,1,126
1292316,Vista Mar Surf,3298585,Maria,Mafra,Santo Isidoro,39.00645,-9.4219,Entire home/apt,66,2,10,2018-09-02,0.21,5,343
1293136,"T-1,Vista Mar,c/ terrace & sea-view",3298585,Maria,Mafra,Santo Isidoro,39.00847,-9.42187,Entire home/apt,30,2,16,2018-10-14,0.45,5,322
1294630,"House w/ garden, terrace & barbecue",3298585,Maria,Mafra,Santo Isidoro,39.00671,-9.42149,Entire home/apt,54,3,3,2017-05-14,0.06,5,327
1298021,Room in Lisbon - private WC - WiFi,1216601,Susana,Lisboa,Avenidas Novas,38.743,-9.15523,Private room,19,3,44,2018-09-06,0.62,1,178
1298401,romantic-alfama - Duplex -Lisboa,7060187,Maria E Bárbara,Lisboa,Santa Maria Maior,38.71228,-9.1298,Entire home/apt,78,3,47,2018-07-05,0.65,1,328
1300113,PASTELEIRO HOUSE in Historical Center of Lisbon,7068394,Lisbon,Lisboa,Estrela,38.7088,-9.15382,Entire home/apt,62,3,169,2018-11-20,2.34,1,53
1300114,Espera Flat in Bairro Alto/Lisbon Center,4215135,Filipe,Lisboa,Misericrdia,38.71027,-9.14433,Entire home/apt,40,3,207,2019-06-25,2.84,1,346
1309184,**SÉ Downtown Historic Apt**,7116579,JR & Cloé,Lisboa,Santa Maria Maior,38.71025,-9.13548,Entire home/apt,115,3,274,2019-06-20,3.78,2,313
1309533,Moinho do Lebre - rural lodging,7118537,Clotilde,Alenquer,Ventosa,39.12758,-9.07922,Entire home/apt,50,2,33,2019-06-07,0.55,1,306
1310810,Estoril Modern and Charming Studio,7068706,Manuel Isaias,Cascais,Cascais e Estoril,38.70083,-9.388,Entire home/apt,50,3,154,2019-06-18,2.12,2,279
1315334,Casa da Porteira-Best Stay for two!,3308104,Carolina,Lisboa,Santo Antnio,38.72792,-9.14827,Entire home/apt,51,2,332,2019-06-22,4.58,2,254
1315919,Love Room - Quarto 1 - Na Three4six Guesthouse,7054947,Monique,Oeiras,"Oeiras e S.Julio da Barra, Pao de Arcos e Caxias",38.6979,-9.29095,Private room,75,2,2,2018-07-15,0.03,4,364
1320023,Charming apartment in Santos,7167173,Sandra,Lisboa,Estrela,38.70838,-9.15563,Entire home/apt,65,3,63,2019-05-01,0.88,7,30
1322354,"LISBON WINDOW FLAT, @ BICA, WI-FI",3692657,Lisbon,Lisboa,Misericrdia,38.71045,-9.1454,Entire home/apt,60,1,235,2019-06-18,3.25,7,316
1330303,Palmeira Views 3 Bedroom Flat,798869,Renato,Lisboa,Misericrdia,38.7145,-9.14968,Entire home/apt,85,3,75,2019-06-22,1.25,18,306
1330366,GREAT OPEN SPACE PRIV POOL WIFI,6989506,Rosa,Cascais,Alcabideche,38.71402,-9.40991,Entire home/apt,62,2,9,2018-08-28,0.13,1,328
1333258,Palmeira Real 5 Bedroom Apartment,798869,Renato,Lisboa,Misericrdia,38.71413,-9.14979,Entire home/apt,98,3,71,2019-06-14,1.11,18,313
1333402,Palmeira Sky 5 Bedroom Apartment,798869,Renato,Lisboa,Misericrdia,38.71416,-9.14912,Entire home/apt,98,3,41,2019-05-06,0.66,18,310
1333582,Ceclio Terrace 1 Bedroom Apartment,798869,Renato,Lisboa,Misericrdia,38.71521,-9.14982,Entire home/apt,55,3,19,2019-05-21,0.29,18,280
1333768,Quinta Rio Touro - Suite Azenha,7234081,Ana,Sintra,Colares,38.77362,-9.4731,Private room,160,2,0,,,3,351
1333791,Lisbon's Hippie Homestay -Alafama!,4156641,SamNuno,Lisboa,So Vicente,38.71564,-9.12559,Private room,25,2,64,2019-06-15,0.88,6,281
1335303,"Stay Like Us in Alfama 1, Lisbon",3487883,Sebastião And João,Lisboa,Santa Maria Maior,38.71044,-9.12844,Entire home/apt,40,1,434,2019-05-30,6.00,14,51
1338212,Ericeira historic center w/garden,7256931,Rodrigo,Mafra,Ericeira,38.96748,-9.41821,Entire home/apt,82,2,52,2019-06-19,0.73,1,308
1343161,"The Sea at your fingertips, Cascais",4972896,Rita Morais,Cascais,Cascais e Estoril,38.69665,-9.44002,Entire home/apt,90,4,21,2019-05-26,0.30,27,118
1343550,One Room Apartment Parque da Nações,7287388,Alexandra & Nuno,Lisboa,Parque das Naes,38.77403,-9.09677,Entire home/apt,110,5,18,2019-04-27,0.29,2,332
1345185,"Kaffir Beije Studio, Lisbon",7146174,Gabriela,Lisboa,Santa Maria Maior,38.71428,-9.1358,Entire home/apt,59,3,7,2019-04-22,0.11,23,272
1345425,Apartment sec. XIX Lapa / Santos,7298530,João,Lisboa,Estrela,38.70525,-9.1615,Entire home/apt,80,3,68,2017-11-05,1.02,1,177
1345474,Big and Modern apartment in Lisbon,7300696,Ana,Amadora,Encosta do Sol,38.76246,-9.20423,Entire home/apt,75,3,9,2019-06-02,0.15,2,151
1346433,A beautiful comfy room in Cascais,7304430,Nice Way,Cascais,Cascais e Estoril,38.6952,-9.42268,Private room,70,1,2,2017-10-13,0.04,9,346
1350705,Discover Secrets of a Kings Life,7329161,Christiane,Sintra,"S.Maria, S.Miguel, S.Martinho, S.Pedro Penaferrim",38.79711,-9.3905,Entire home/apt,79,2,88,2019-06-16,1.22,1,284
1352297,Typical neighborhood in Lisbon,5345716,Paulo,Lisboa,Ajuda,38.70503,-9.19899,Entire home/apt,33,2,195,2019-06-23,2.71,1,291
1358001,Alfama - House with a river view,3845615,Susana,Lisboa,Santa Maria Maior,38.70923,-9.12866,Entire home/apt,95,2,93,2019-06-12,1.30,1,362
1363966,Mini Hostel in Lisbon Room for 2 guests,6401752,Anna,Lisboa,Areeiro,38.73934,-9.13537,Private room,32,1,17,2016-10-30,0.25,5,313
1365083,Mini Hostel in Lisbon. Room for 4 guests,6401752,Anna,Lisboa,Areeiro,38.73816,-9.13595,Shared room,15,1,100,2019-06-03,1.40,5,330
1367292,The best city view in a rooftop,7418176,Diogo&Joana,Lisboa,Campo de Ourique,38.72176,-9.1593,Entire home/apt,77,3,235,2019-06-04,3.26,1,284
1367921,*Artist Beautiful Studio Flat*,6717472,Andrea,Lisboa,So Vicente,38.72002,-9.13179,Entire home/apt,30,4,54,2017-11-03,0.75,2,0
1368336,Duplex and River View in Center,7421918,Inês,Lisboa,Misericrdia,38.70883,-9.14805,Entire home/apt,70,2,336,2019-06-16,4.68,1,282
1370747,Room in the center of Lisboa,2615304,Maria,Lisboa,Campo de Ourique,38.72189,-9.16311,Private room,22,30,0,,,3,116
1371959,Charming apartment Central LISBON,7437890,Paula,Lisboa,Misericrdia,38.71497,-9.14862,Entire home/apt,69,3,68,2019-06-22,0.96,3,278
1373231,Lisbon Inn 2 is in historic center,2781047,Jose,Lisboa,So Vicente,38.71333,-9.12976,Entire home/apt,100,2,262,2019-05-31,3.65,9,293
1374173,Castelo Apartment with great view!,2635324,Bernardo,Lisboa,Santa Maria Maior,38.71453,-9.13284,Entire home/apt,80,3,122,2019-06-12,1.71,5,265
1374395,FEEL the city HEART BEAT from here!,7447743,Joana,Lisboa,Santa Maria Maior,38.71182,-9.137,Entire home/apt,55,2,154,2019-05-31,2.18,1,242
1376306,Cascais sea bay front view,7456711,Francisco,Cascais,Cascais e Estoril,38.6945,-9.42063,Entire home/apt,200,4,54,2019-06-02,0.88,1,226
1378010,Apartamento ALFAMA/BAIXA com vista,5242473,Silvia Zara & Thaís,Lisboa,Santa Maria Maior,38.71022,-9.13255,Private room,45,3,165,2019-06-26,2.29,2,138
1378048,Fabulous duplex in Belem with river view,3634413,BirdsApartments,Lisboa,Belm,38.69759,-9.20166,Entire home/apt,100,2,80,2019-05-26,1.12,14,320
1380975,Bed in a 10 mixed dorm shared wc,6855202,Lisboa Central Hostel,Lisboa,Santo Antnio,38.72501,-9.14837,Shared room,18,1,30,2019-05-18,0.83,4,299
1383862,casa da glória,7491616,Maria,Lisboa,Misericrdia,38.70968,-9.1495,Entire home/apt,75,3,71,2019-04-27,1.00,1,23
1390653,Alfama Chic 1,6748692,Estelle,Lisboa,Santa Maria Maior,38.70923,-9.13468,Entire home/apt,130,4,103,2019-05-12,1.44,5,332
1390783,Lisboing Fado in Alfama,5406716,Catarina & Daniel,Lisboa,So Vicente,38.71466,-9.12379,Entire home/apt,60,30,161,2018-07-22,2.64,4,127
1395018,Garden & Terrace - Hearth Lisbon ,7538946,Véronique,Lisboa,Santo Antnio,38.72034,-9.15365,Entire home/apt,114,4,77,2019-06-03,1.23,1,282
1397427,Great bedroom with private garden in Estoril,7459345,Ana,Cascais,Cascais e Estoril,38.71538,-9.37359,Entire home/apt,21,15,2,2018-03-31,0.11,1,0
1398805,ANGOLA TOP FLOOR,2372087,Albertino,Lisboa,Arroios,38.7253,-9.13362,Entire home/apt,260,2,51,2019-06-11,0.77,69,350
1398842,Room in the Deep Nature of Sintra,7555035,Ana,Sintra,"S.Maria, S.Miguel, S.Martinho, S.Pedro Penaferrim",38.802,-9.39623,Private room,45,1,55,2019-05-23,0.77,1,364
1401218,"Quinta Beira-Mar, sunny room with sea-view",2711241,Susanna,Sintra,Colares,38.82206,-9.4716,Private room,65,2,9,2019-05-23,0.19,2,330
1403520,Vintage charme in Bairro Alto,7574704,Suzana,Lisboa,Misericrdia,38.71558,-9.14416,Entire home/apt,70,3,122,2019-06-15,1.72,1,290
1406437,*Artist Beautiful Flat* (Tagus),6717472,Andrea,Lisboa,Alcntara,38.7002,-9.19242,Entire home/apt,45,3,33,2019-04-09,1.38,2,104
1406856,Alves Torgo 14 Guest House  Room  Private bathroom,7589388,Miguel,Lisboa,Arroios,38.73233,-9.13558,Private room,41,1,27,2019-04-23,1.07,6,304
1407276,A life time memory of Alfama. Tejo River landscape,7590855,Sara And João,Lisboa,Santa Maria Maior,38.71133,-9.1275,Entire home/apt,45,2,147,2019-06-22,4.48,1,82
1409855,"Rooftops in Bairro Alto, Lisbon",7603168,João,Lisboa,Misericrdia,38.71348,-9.14426,Entire home/apt,67,3,196,2019-06-11,3.01,1,243
1410856,OLD CITY SUITE reg. 18598/AL,3215946,Amalia Studios,Lisboa,Arroios,38.71664,-9.13922,Private room,49,2,20,2018-06-22,0.28,6,239
1411656,Castle/Alfama Historic city center ,7610653,Fabíola And António,Lisboa,Santa Maria Maior,38.7134,-9.13113,Entire home/apt,68,3,49,2019-06-09,0.70,11,277
1412131,Historical apartment in old Lisbon,7612316,Tiago,Lisboa,Arroios,38.71711,-9.13875,Entire home/apt,110,5,23,2018-04-03,0.32,1,365
1412335,Centre of Cascais Buganvilia House,7614033,Patricia,Cascais,Cascais e Estoril,38.7002,-9.4263,Entire home/apt,100,5,47,2019-06-16,0.75,1,99
1414582,Santa Clara House - Romantic Room,7156132,Bernard & Annick,Lisboa,So Vicente,38.71524,-9.12621,Private room,51,2,13,2018-11-04,0.18,6,318
1415628,Lovely and traditional Apartment in Bairro Alto,6271273,Tomás,Lisboa,Misericrdia,38.71449,-9.14728,Entire home/apt,110,1,150,2019-05-25,2.12,4,312
1415659,Cosy Studio Apartment in traditional Alfama,6271273,Tomás,Lisboa,Santa Maria Maior,38.7131,-9.12536,Entire home/apt,60,1,135,2019-06-08,2.12,4,292
1417022,Santa Clara House - Cabin Room,7156132,Bernard & Annick,Lisboa,So Vicente,38.71537,-9.12471,Private room,45,2,9,2017-11-11,0.14,6,292
1418929,House + Garden + Cool neighbourhood,7642003,Constanca,Lisboa,Alcntara,38.70418,-9.18023,Entire home/apt,60,4,100,2019-06-24,1.60,1,46
1424459,A stylish apartment in Bairro Alto!,7665008,Ondacity,Lisboa,Misericrdia,38.7118,-9.14493,Entire home/apt,90,3,119,2019-06-17,2.49,10,264
1427168,"D_Room, Belém Restelo, Lisbon",7649262,Daniel,Lisboa,Belm,38.7022,-9.21763,Private room,37,2,23,2019-05-08,0.37,1,348
1432182,Estoril Ocean House,7697554,Tiago,Cascais,Cascais e Estoril,38.69451,-9.3724,Entire home/apt,40,2,47,2019-06-10,0.69,1,319
1433005,ELEGANCE Apartment,7701797,Luisa,Lisboa,Estrela,38.71035,-9.15348,Entire home/apt,75,2,41,2019-06-09,0.64,1,92
1433854,APARTMENTO CENTRAL E SOLARENGO - SLEEPS 4 + 2,7706152,Maria,Lisboa,Santo Antnio,38.7271,-9.14441,Entire home/apt,220,2,4,2013-10-02,0.06,1,363
1436632,Loft  dans propriété à cascais,7713250,Patrick,Cascais,Cascais e Estoril,38.72943,-9.44507,Entire home/apt,120,1,12,2018-07-05,0.24,1,85
1442332,Double bedroom apartment,6766016,Isa E Luiz,Cascais,So Domingos de Rana,38.71204,-9.33572,Private room,55,7,0,,,1,336
1448418,"""CROCOS' HOUSE"" - Casa de Campo",5902227,Teresa,Torres Vedras,Dois Portos e Runa,39.06794,-9.20933,Entire home/apt,90,2,27,2019-03-05,0.40,1,39
1450580,Last Floor on Remedios Street,5376796,Nuno,Lisboa,Santa Maria Maior,38.71294,-9.12747,Entire home/apt,50,2,216,2019-06-09,3.01,6,329
1450805,Red Studio @ Mouraria | Castle,7785557,João,Lisboa,Santa Maria Maior,38.71412,-9.13568,Entire home/apt,62,5,218,2019-05-06,3.15,2,177
1452089,São Bento room with breakfast,7791197,Anna,Lisboa,Estrela,38.71181,-9.159,Private room,48,1,293,2019-06-06,4.10,4,313
1452504,Duplex apt in Santa Catarina Lisbon,7792645,Lourenco,Lisboa,Misericrdia,38.7092,-9.149,Entire home/apt,75,2,65,2019-04-28,0.91,3,298
1453045,CheckinCheckout - Villa Lunae - Sintra Flats II,3423826,"Villa Lunae, LDA",Sintra,"S.Maria, S.Miguel, S.Martinho, S.Pedro Penaferrim",38.79791,-9.38586,Entire home/apt,40,1,109,2019-06-10,1.53,20,143
1453667,NEWLY renovated apartment 200m from Liberdade Ave.,4360366,Bruno,Lisboa,Santo Antnio,38.72346,-9.14414,Entire home/apt,42,2,137,2019-06-08,1.91,1,306
1455376,AlfamaKey 4 of 6 - TRAMS & FADO,5981934,Pedro,Lisboa,Santa Maria Maior,38.71336,-9.12862,Entire home/apt,40,3,35,2019-01-17,0.49,7,315
1456064,Spacious- Barrio Alto - Chiado!!,7762151,Chris,Lisboa,Misericrdia,38.71123,-9.14365,Entire home/apt,100,4,52,2019-06-06,0.88,2,12
1456404,Yellow Studio @ Mouraria | Castle,7785557,João,Lisboa,Santa Maria Maior,38.71257,-9.13437,Entire home/apt,58,7,147,2018-08-03,2.06,2,177
1458134,Apart. Parque das Nações - near Altice Arena/FIL,7818353,Ana Lúcia,Lisboa,Parque das Naes,38.7888,-9.09965,Entire home/apt,60,3,8,2019-06-07,0.54,1,35
1458827,Luxury villa stunning views and garden 5m to beach,7820956,Sofia,Sintra,Colares,38.80244,-9.47262,Entire home/apt,500,7,3,2018-04-16,0.11,2,311
1464743,Estrela room with breakfast,7791197,Anna,Lisboa,Estrela,38.71346,-9.15891,Private room,45,1,282,2019-06-07,3.96,4,318
